Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,1993,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,40948000000
South Africa,ZAF,1992,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,31273000000
South Africa,ZAF,1991,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,25092000000
South Africa,ZAF,1990,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,21223000000
South Africa,ZAF,1989,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,4892000000
South Africa,ZAF,1988,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,4125000000
South Africa,ZAF,1987,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,7287000000
South Africa,ZAF,1986,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,6254000000
South Africa,ZAF,1985,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,5403000000
South Africa,ZAF,2021,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,54.7443332468247
South Africa,ZAF,2020,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,56.4411404426326
South Africa,ZAF,2019,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,54.3866544797703
South Africa,ZAF,2018,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,58.007222740086
South Africa,ZAF,2017,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,57.3607848473335
South Africa,ZAF,2016,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,58.2603854036615
South Africa,ZAF,2015,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,58.2562406792225
South Africa,ZAF,2014,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,59.607189746593
South Africa,ZAF,2013,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,61.4441792197565
South Africa,ZAF,2012,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,61.5456821049964
South Africa,ZAF,2011,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,59.2398840830569
South Africa,ZAF,2010,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,59.1726281762434
South Africa,ZAF,2009,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,61.6502402240055
South Africa,ZAF,2008,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,62.5075024726459
South Africa,ZAF,2007,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,60.1161075064663
South Africa,ZAF,2006,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,59.736439736026
South Africa,ZAF,2005,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,56.7367064707083
South Africa,ZAF,2004,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,55.5119050151634
South Africa,ZAF,2003,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,54.6170852714186
South Africa,ZAF,2002,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,54.0001365552087
South Africa,ZAF,2001,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,53.1681964729304
South Africa,ZAF,2000,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,52.8504780394089
South Africa,ZAF,1999,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,52.6677331366042
South Africa,ZAF,1998,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,54.1771293871474
South Africa,ZAF,1997,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,53.3682105490475
South Africa,ZAF,1996,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,54.2041436267413
South Africa,ZAF,1995,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,6.25315334161919
South Africa,ZAF,1994,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,40.9019830833748
South Africa,ZAF,1993,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,29.2012237300948
South Africa,ZAF,1992,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,26.7224363192029
South Africa,ZAF,1991,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,26.9536914698205
South Africa,ZAF,1990,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,25.6164829991913
South Africa,ZAF,1989,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,6.90628794081938
South Africa,ZAF,1988,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,6.79247147161982
South Africa,ZAF,1987,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,14.5798319327731
South Africa,ZAF,1986,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,14.7820743121868
South Africa,ZAF,1985,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,15.6522494857904
South Africa,ZAF,2022,Government Effectiveness: Estimate,GE.EST,-0.125317960977554
South Africa,ZAF,2021,Government Effectiveness: Estimate,GE.EST,-0.0710126981139183
South Africa,ZAF,2020,Government Effectiveness: Estimate,GE.EST,0.0452405549585819
South Africa,ZAF,2019,Government Effectiveness: Estimate,GE.EST,0.12788100540638
South Africa,ZAF,2018,Government Effectiveness: Estimate,GE.EST,0.103732906281948
South Africa,ZAF,2017,Government Effectiveness: Estimate,GE.EST,0.0708981901407242
South Africa,ZAF,2016,Government Effectiveness: Estimate,GE.EST,0.101931490004063
South Africa,ZAF,2015,Government Effectiveness: Estimate,GE.EST,0.0877392515540123
South Africa,ZAF,2014,Government Effectiveness: Estimate,GE.EST,0.16547679901123
South Africa,ZAF,2013,Government Effectiveness: Estimate,GE.EST,0.306189775466919
South Africa,ZAF,2012,Government Effectiveness: Estimate,GE.EST,0.170115306973457
South Africa,ZAF,2011,Government Effectiveness: Estimate,GE.EST,0.217559650540352
South Africa,ZAF,2010,Government Effectiveness: Estimate,GE.EST,0.191702410578728
South Africa,ZAF,2009,Government Effectiveness: Estimate,GE.EST,0.310807675123215
South Africa,ZAF,2008,Government Effectiveness: Estimate,GE.EST,0.332178503274918
South Africa,ZAF,2007,Government Effectiveness: Estimate,GE.EST,0.283431172370911
South Africa,ZAF,2006,Government Effectiveness: Estimate,GE.EST,0.325101375579834
South Africa,ZAF,2005,Government Effectiveness: Estimate,GE.EST,0.567057847976685
South Africa,ZAF,2004,Government Effectiveness: Estimate,GE.EST,0.559140086174011
South Africa,ZAF,2003,Government Effectiveness: Estimate,GE.EST,0.599580049514771
South Africa,ZAF,2002,Government Effectiveness: Estimate,GE.EST,0.607831418514252
South Africa,ZAF,2000,Government Effectiveness: Estimate,GE.EST,0.645909368991852
South Africa,ZAF,1998,Government Effectiveness: Estimate,GE.EST,0.624708473682404
South Africa,ZAF,1996,Government Effectiveness: Estimate,GE.EST,1.02049589157104
South Africa,ZAF,2022,Government Effectiveness: Number of Sources,GE.NO.SRC,9
South Africa,ZAF,2021,Government Effectiveness: Number of Sources,GE.NO.SRC,9
South Africa,ZAF,2020,Government Effectiveness: Number of Sources,GE.NO.SRC,10
South Africa,ZAF,2019,Government Effectiveness: Number of Sources,GE.NO.SRC,11
South Africa,ZAF,2018,Government Effectiveness: Number of Sources,GE.NO.SRC,11
South Africa,ZAF,2017,Government Effectiveness: Number of Sources,GE.NO.SRC,11
South Africa,ZAF,2016,Government Effectiveness: Number of Sources,GE.NO.SRC,11
South Africa,ZAF,2015,Government Effectiveness: Number of Sources,GE.NO.SRC,11
South Africa,ZAF,2014,Government Effectiveness: Number of Sources,GE.NO.SRC,11
South Africa,ZAF,2013,Government Effectiveness: Number of Sources,GE.NO.SRC,11
South Africa,ZAF,2012,Government Effectiveness: Number of Sources,GE.NO.SRC,10
South Africa,ZAF,2011,Government Effectiveness: Number of Sources,GE.NO.SRC,10
South Africa,ZAF,2010,Government Effectiveness: Number of Sources,GE.NO.SRC,10
South Africa,ZAF,2009,Government Effectiveness: Number of Sources,GE.NO.SRC,10
South Africa,ZAF,2008,Government Effectiveness: Number of Sources,GE.NO.SRC,9
South Africa,ZAF,2007,Government Effectiveness: Number of Sources,GE.NO.SRC,10
South Africa,ZAF,2006,Government Effectiveness: Number of Sources,GE.NO.SRC,10
South Africa,ZAF,2005,Government Effectiveness: Number of Sources,GE.NO.SRC,8
South Africa,ZAF,2004,Government Effectiveness: Number of Sources,GE.NO.SRC,8
South Africa,ZAF,2003,Government Effectiveness: Number of Sources,GE.NO.SRC,7
South Africa,ZAF,2002,Government Effectiveness: Number of Sources,GE.NO.SRC,7
South Africa,ZAF,2000,Government Effectiveness: Number of Sources,GE.NO.SRC,5
South Africa,ZAF,1998,Government Effectiveness: Number of Sources,GE.NO.SRC,5
South Africa,ZAF,1996,Government Effectiveness: Number of Sources,GE.NO.SRC,5
South Africa,ZAF,2022,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.113208770752
South Africa,ZAF,2021,Government Effectiveness: Percentile Rank,GE.PER.RNK,50
South Africa,ZAF,2020,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.8095245361328
South Africa,ZAF,2019,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.5714302062988
South Africa,ZAF,2018,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.6666679382324
South Africa,ZAF,2017,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.1904754638672
South Africa,ZAF,2016,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.1428565979004
South Africa,ZAF,2015,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.1904754638672
South Africa,ZAF,2014,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.6153831481934
South Africa,ZAF,2013,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.0331764221191
South Africa,ZAF,2012,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.6635055541992
South Africa,ZAF,2011,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.6113739013672
South Africa,ZAF,2010,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.6794242858887
South Africa,ZAF,2009,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.6363639831543
South Africa,ZAF,2008,Government Effectiveness: Percentile Rank,GE.PER.RNK,65.5339813232422
South Africa,ZAF,2007,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.1359214782715
South Africa,ZAF,2006,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.9024391174316
South Africa,ZAF,2005,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.0980377197266
South Africa,ZAF,2004,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.6467666625977
South Africa,ZAF,2003,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.8918914794922
South Africa,ZAF,2002,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.9729766845703
South Africa,ZAF,2000,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.3169403076172
South Africa,ZAF,1998,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.6775970458984
South Africa,ZAF,1996,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.0601119995117
South Africa,ZAF,2022,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,33.4905662536621
South Africa,ZAF,2021,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,36.1904754638672
South Africa,ZAF,2020,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.523811340332
South Africa,ZAF,2019,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,43.3333320617676
South Africa,ZAF,2018,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,44.761905670166
South Africa,ZAF,2017,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,43.3333320617676
South Africa,ZAF,2016,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,45.7142868041992
South Africa,ZAF,2015,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,46.1904754638672
South Africa,ZAF,2014,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,47.5961532592773
South Africa,ZAF,2013,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,55.9241714477539
South Africa,ZAF,2012,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,50.2369651794434
South Africa,ZAF,2011,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,50.7108993530273
South Africa,ZAF,2010,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,49.7607650756836
South Africa,ZAF,2009,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,55.5023918151855
South Africa,ZAF,2008,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,55.8252410888672
South Africa,ZAF,2007,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,52.9126205444336
South Africa,ZAF,2006,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,55.1219520568848
South Africa,ZAF,2005,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,61.764705657959
South Africa,ZAF,2004,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,62.1890563964844
South Africa,ZAF,2003,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,61.6216201782227
South Africa,ZAF,2002,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,63.2432441711426
South Africa,ZAF,2000,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,63.3879776000977
South Africa,ZAF,1998,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,60.6557388305664
South Africa,ZAF,1996,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75.4098358154297
South Africa,ZAF,2022,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,60.3773574829102
South Africa,ZAF,2021,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,61.4285697937012
South Africa,ZAF,2020,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,66.1904754638672
South Africa,ZAF,2019,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,68.5714263916016
South Africa,ZAF,2018,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,67.6190490722656
South Africa,ZAF,2017,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,65.2380981445313
South Africa,ZAF,2016,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,67.1428604125977
South Africa,ZAF,2015,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,66.6666641235352
South Africa,ZAF,2014,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,70.6730804443359
South Africa,ZAF,2013,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,69.6682434082031
South Africa,ZAF,2012,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,68.2464447021484
South Africa,ZAF,2011,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,69.1943130493164
South Africa,ZAF,2010,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,68.8995208740234
South Africa,ZAF,2009,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,71.291862487793
South Africa,ZAF,2008,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,72.8155364990234
South Africa,ZAF,2007,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,72.3300933837891
South Africa,ZAF,2006,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,71.2195129394531
South Africa,ZAF,2005,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75.4901962280273
South Africa,ZAF,2004,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,79.1044769287109
South Africa,ZAF,2003,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,80.5405426025391
South Africa,ZAF,2002,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,80
South Africa,ZAF,2000,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,80.8743133544922
South Africa,ZAF,1998,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,81.9672164916992
South Africa,ZAF,1996,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,86.3387985229492
South Africa,ZAF,2022,Government Effectiveness: Standard Error,GE.STD.ERR,0.216311052441597
South Africa,ZAF,2021,Government Effectiveness: Standard Error,GE.STD.ERR,0.207143515348434
South Africa,ZAF,2020,Government Effectiveness: Standard Error,GE.STD.ERR,0.209739997982979
South Africa,ZAF,2019,Government Effectiveness: Standard Error,GE.STD.ERR,0.199626103043556
South Africa,ZAF,2018,Government Effectiveness: Standard Error,GE.STD.ERR,0.192461162805557
South Africa,ZAF,2017,Government Effectiveness: Standard Error,GE.STD.ERR,0.18703281879425
South Africa,ZAF,2016,Government Effectiveness: Standard Error,GE.STD.ERR,0.182143896818161
South Africa,ZAF,2015,Government Effectiveness: Standard Error,GE.STD.ERR,0.185708537697792
South Africa,ZAF,2014,Government Effectiveness: Standard Error,GE.STD.ERR,0.191124051809311
South Africa,ZAF,2013,Government Effectiveness: Standard Error,GE.STD.ERR,0.180529847741127
South Africa,ZAF,2012,Government Effectiveness: Standard Error,GE.STD.ERR,0.200999557971954
South Africa,ZAF,2011,Government Effectiveness: Standard Error,GE.STD.ERR,0.204081639647484
South Africa,ZAF,2010,Government Effectiveness: Standard Error,GE.STD.ERR,0.204168856143951
South Africa,ZAF,2009,Government Effectiveness: Standard Error,GE.STD.ERR,0.200202777981758
South Africa,ZAF,2008,Government Effectiveness: Standard Error,GE.STD.ERR,0.215897738933563
South Africa,ZAF,2007,Government Effectiveness: Standard Error,GE.STD.ERR,0.202060148119926
South Africa,ZAF,2006,Government Effectiveness: Standard Error,GE.STD.ERR,0.182638809084892
South Africa,ZAF,2005,Government Effectiveness: Standard Error,GE.STD.ERR,0.176088720560074
South Africa,ZAF,2004,Government Effectiveness: Standard Error,GE.STD.ERR,0.188870206475258
South Africa,ZAF,2003,Government Effectiveness: Standard Error,GE.STD.ERR,0.184119686484337
South Africa,ZAF,2002,Government Effectiveness: Standard Error,GE.STD.ERR,0.178402870893478
South Africa,ZAF,2000,Government Effectiveness: Standard Error,GE.STD.ERR,0.203009098768234
South Africa,ZAF,1998,Government Effectiveness: Standard Error,GE.STD.ERR,0.205459833145142
South Africa,ZAF,1996,Government Effectiveness: Standard Error,GE.STD.ERR,0.168259218335152
South Africa,ZAF,2021,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,101.302504871856
South Africa,ZAF,2020,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,101.945670452949
South Africa,ZAF,2019,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,99.6300216241238
South Africa,ZAF,2018,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,99.696634296399
South Africa,ZAF,2017,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,99.0178622629402
South Africa,ZAF,2016,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,101.822551570956
South Africa,ZAF,2015,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,99.0668430247111
South Africa,ZAF,2013,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,99.2394
South Africa,ZAF,2012,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,99.9653
South Africa,ZAF,2011,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,98.5132337500902
South Africa,ZAF,2010,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,101.168995062033
South Africa,ZAF,2008,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,101.4232
South Africa,ZAF,2007,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,99.364
South Africa,ZAF,2006,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,100.3534
South Africa,ZAF,2019,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2018,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2017,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2016,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2015,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2014,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2013,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2012,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2011,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2010,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2009,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2008,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2007,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2006,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2005,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2004,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
South Africa,ZAF,2019,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,2018,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,2017,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,2016,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,2015,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,2014,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,2013,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,2019,Time to prepare and pay taxes (hours),IC.TAX.DURS,210
South Africa,ZAF,2018,Time to prepare and pay taxes (hours),IC.TAX.DURS,210
South Africa,ZAF,2017,Time to prepare and pay taxes (hours),IC.TAX.DURS,210
South Africa,ZAF,2016,Time to prepare and pay taxes (hours),IC.TAX.DURS,203
South Africa,ZAF,2015,Time to prepare and pay taxes (hours),IC.TAX.DURS,198
South Africa,ZAF,2014,Time to prepare and pay taxes (hours),IC.TAX.DURS,198
South Africa,ZAF,2013,Time to prepare and pay taxes (hours),IC.TAX.DURS,198
South Africa,ZAF,2012,Time to prepare and pay taxes (hours),IC.TAX.DURS,198
South Africa,ZAF,2011,Time to prepare and pay taxes (hours),IC.TAX.DURS,197
South Africa,ZAF,2010,Time to prepare and pay taxes (hours),IC.TAX.DURS,196
South Africa,ZAF,2009,Time to prepare and pay taxes (hours),IC.TAX.DURS,196
South Africa,ZAF,2008,Time to prepare and pay taxes (hours),IC.TAX.DURS,196
South Africa,ZAF,2007,Time to prepare and pay taxes (hours),IC.TAX.DURS,346
South Africa,ZAF,2006,Time to prepare and pay taxes (hours),IC.TAX.DURS,346
South Africa,ZAF,2005,Time to prepare and pay taxes (hours),IC.TAX.DURS,346
South Africa,ZAF,2019,Tax payments (number),IC.TAX.PAYM,7
South Africa,ZAF,2018,Tax payments (number),IC.TAX.PAYM,7
South Africa,ZAF,2017,Tax payments (number),IC.TAX.PAYM,7
South Africa,ZAF,2016,Tax payments (number),IC.TAX.PAYM,7
South Africa,ZAF,2015,Tax payments (number),IC.TAX.PAYM,7
South Africa,ZAF,2014,Tax payments (number),IC.TAX.PAYM,7
South Africa,ZAF,2013,Tax payments (number),IC.TAX.PAYM,7
South Africa,ZAF,2012,Tax payments (number),IC.TAX.PAYM,8
South Africa,ZAF,2011,Tax payments (number),IC.TAX.PAYM,8
South Africa,ZAF,2010,Tax payments (number),IC.TAX.PAYM,9
South Africa,ZAF,2009,Tax payments (number),IC.TAX.PAYM,9
South Africa,ZAF,2008,Tax payments (number),IC.TAX.PAYM,9
South Africa,ZAF,2007,Tax payments (number),IC.TAX.PAYM,11
South Africa,ZAF,2006,Tax payments (number),IC.TAX.PAYM,12
South Africa,ZAF,2005,Tax payments (number),IC.TAX.PAYM,12
South Africa,ZAF,2019,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,29.2
South Africa,ZAF,2018,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,29.1
South Africa,ZAF,2017,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,28.9
South Africa,ZAF,2016,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,28.8
South Africa,ZAF,2015,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,28.8
South Africa,ZAF,2014,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,28.9
South Africa,ZAF,2013,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,28.7
South Africa,ZAF,2012,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,32
South Africa,ZAF,2011,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,31.8
South Africa,ZAF,2010,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,30.2
South Africa,ZAF,2009,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,30
South Africa,ZAF,2008,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,33.3
South Africa,ZAF,2007,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,36.1
South Africa,ZAF,2006,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,36.6
South Africa,ZAF,2005,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,37.1
South Africa,ZAF,2020,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,90
